item,itemLabel,startDate,endDate,sourceDate,psid
Q1390280,Hugh Kennedy,1924-06-24,1936-12-01,,Q1390280-88339580-4964-7175-af46-a6404368c1ac
Q1558634,Timothy Sullivan,1936-12-01,1946-06-01,,Q1558634-b87d08ec-4164-ea24-4846-656f1a844910
Q177721,Conor Maguire,1946-05-04,1961-11-11,,Q177721-c1cb7d06-4e19-05ec-437f-ba45607e7ef8
Q380894,Cearbhall Ó Dálaigh,1961-06-16,1973-09-22,,Q380894-66da8795-4c77-dc65-b738-da6fe3d24c11
Q1799942,William FitzGerald,1973-09-25,1974-10-14,,Q1799942-31593d5d-4dbb-402f-8f95-f84b33416879
Q1770312,Tom O'Higgins,1974-10-17,1985-10-01,,Q1770312-6E2719C5-3A70-415E-9FD6-FA8200A86AC4
Q2423865,Thomas Finlay,1985-10-10,1994-03-16,,Q2423865-f6d0e544-443b-3ac3-7cfd-6c89c1b673ef
Q6539618,Liam Hamilton,1994-03-22,2000-06-01,,Q6539618-bd7ca256-4a67-2653-81fc-db6367fbfc37
Q2165795,Ronan Keane,2000-06-01,2004-11-28,,Q2165795-28a6a090-47c9-fd72-f0af-644615c47fad
Q1572237,John L. Murray,2004-07-23,2007-07-25,,Q1572237-55704459-79CA-4007-855D-02FFA21D05EA
Q7647744,Susan Denham,2011-07-25,2017-07-28,,Q7647744-b5f3fd4d-40fc-d8c7-3cae-b1a7a65e599f
Q5485855,Frank Clarke,2017-07-28,2021-10-10,,Q5485855-C8226798-AF32-49F0-8220-7E5A2EA51536
Q5293884,Donal O'Donnell,2021-10-11,,,Q5293884-069F6C1C-AB35-4AD2-B1C3-86364BB641EA
